product,brand,core_score,expert_score,reviews,retail_price,sale_price,terrain,arch_support,weight_men,weight_women,heel_to_toe_men,heel_to_toe_women,release_date,width,update,url,summary
Asics Gel FujiAttack 4, Asics,87,71,70,$110,$100 (save 9%), Trail, Neutral, Men: 11.4oz , Women: 9.5oz, Men: 10mm , Women: 10mm,NaN, Normal | Normal,,https://runrepeat.com/asics-gel-fujiattack-4,"6 reasons to buy
The mesh material and the synthetic leather work together in order to provide comfortable, secure and breathable coverage.
Runners appreciated the inclusion of anti-debris systems, the anti-gravel tongue and rock protection plate, which combat infiltration of trail hazards.
A lightweight mid-sole foam called the Solyte® provides reliable cushioning and durable protection.
The Gel® Cushioning System is able to protect the heel from impact shock during the landing phase.
The trail-specific outsole holds onto the terrain, giving much-needed traction to the runner.
The Asics Gel FujiAttack 4 is worth its price because of its quality features.
2 reasons not to buy
A few runners thought that it was a bit narrow.
The sole unit felt stiff for some who tried it.
Bottom line
The Asics Gel FujiAttack 4 gives comfort and security to runners who want to tackle the great outdoors. Its trail-optimized design and features make it a formidable running companion to those who need speed and efficacy on tough terrain. The shoe gathered positive and negative reviews from users but the negative ones are not enough to overshadow the positive feedback."
Puma Propel, Puma,87,NaN,41, $65,NaN, Road, Neutral, Men: 6.7oz , Women: 5.9oz, Men: 10mm , Women: 10mm,NaN, Normal | Normal,,https://runrepeat.com/puma-propel,"9 reasons to buy
Some runners mentioned that the Puma Propel is very comfortable.
The price is super affordable.
The relatively large holes in the mesh guarantee a sweat-free and cool ride.
A handful noted that the transition is smooth.
There are more than a dozen color combinations up for grab.
It is quite light, according to a small group of runners.
A few loved the shoe’s ability for its everyday and all day appeal.
The heel tab makes shoe entry or exit more convenient.
Some runners made the Propel their gym partners as well.
3 reasons not to buy
A handful noticed that the Propel lacked the needed traction, particularly in wet conditions.
It does not have enough bounce back features, based on a few observations.
May not be the best option for inclement-weather areas due to the really open mesh.
Bottom line
Puma enhances the depth of their lightweight trainer category by adding a versatile and ultra-affordable shoe in the Propel. It does not have any added accessories, but allows runners to enjoy their runs by providing adequate arch support, tons of comfort, smooth transitions, and the fashion that makes it an everyday option."
Saucony Propel Vista, Saucony,87,NaN,300, $80,NaN, Road, Neutral, Men: 10.3oz , Women: 8.4oz, Men: 8mm , Women: 8mm, Jun 2017, Normal | Normal,NaN,https://runrepeat.com/saucony-propel-vista,"8 reasons to buy
The majority of runners preferred Saucony Propel Vista for long distance runs due to its sufficient amount of cushioning.
Many users observed that the shoe adjusted itself according to their feet, providing a snug fit during their run.
Most of its wearers appreciated its lightweight nature since it evoked a feeling of wearing gloves on their feet.
Some customers were happy because the shoe accommodated their flat feet very well.
A handful of buyers liked the vibrant colors available in this shoe; they wore it as a part of their daily clothing.
Some users were happy with the attached tongue at the top since it made the shoe easy to wear.
Several buyers were happy with the apparently reasonable price of Saucony Propel Vista.
A runner was happy with its firm grip on snow during winter season.
3 reasons not to buy
A few customers complained about the responsiveness of this running shoe since it did not absorb enough shock and caused them to feel pain in their knees.
Some users were unhappy about the absence of arch support in the Saucony Propel Vista.
A runner declared the toe-box to be narrow and returned it.
Bottom line
Many runners enjoyed the Saucony Propel Vista because of its adequate cushioning and comfort. The shoe is lightweight, it adjusts accordingly to the runner’s foot, and it gives a snug fit. Its regular underfoot platform design makes it suitable for people who have medium arches. Moreover, it comes in bright colors that make it a suitable option for everyday use."
Salomon Sense Marin, Salomon,87,80,31,$120,$89 (save 64%), Trail, Neutral, Men: 10.1oz , Women: 8.6oz, Men: 6mm , Women: 6mm, Jul 2017, Normal | Normal,NaN,https://runrepeat.com/salomon-sense-marin,"7 reasons to buy
The majority of the purchasers mentioned that the shoe is very comfortable.
The lightweight construction of the shoe received praise.
As mentioned in some reviews, the open mesh upper material of the shoe was able to provide breathable coverage.
A couple of users mentioned that they liked the quick and one-pull lacing system of the shoe.
The Sensifit technology gained positive feedback from several runners because it offered a secure and more personalized fit.
The shoe is reasonably-priced, according to purchasers.
A few runners admired the rugged outsole of the shoe, which allowed them to efficiently run on the trail.
2 reasons not to buy
A few wearers say the Sense Marin is too rugged to transition from trail to road running.
A user noticed some wear in the outsole after only a few miles of running.
Bottom line
Many were highly appreciative of the shoe’s overall design and performance. The Salomon Sense Marin is packed with the necessary technologies needed for a better trail running experience. The shoe offers a good blend of comfort, durability, and lightweight protection."
Adidas Adizero Tempo 8, Adidas,87,84,117, $120,NaN, Road, Stability, Men: 9oz , Women: 7.6oz, Men: 10mm , Women: 10mm,NaN," Normal, Wide | Normal, Wide", Adidas Adizero Tempo 9,https://runrepeat.com/adidas-adizero-tempo,"8 reasons to buy
The Boost midsole provide dependable responsive cushioning in the Adizero Tempo 8.
The Tempo 8 looks sleeker and a bit more sophisticated than the past version.
Loyal fans of the line noticed an even improved flexibility from a shoe that is designed with stability features.
Comfort remains fantastic in the Adidas Tempo 8 based on several reviews.
A few testers called the shoe a sturdy trainer.
The traction is really good, even in wet areas, according to a handful of runners.
Several runners have used the Tempo 8 for gym workouts.
More than several users call it a reasonably-priced shoe.
2 reasons not to buy
Limited colorways.
A small number of runners find it a bit stiff out of the box.
Bottom line
The Adidas Adizero Tempo 8 may not be the speed demon that the name suggests, but it is still considered by experts as a great option for high-mileage runs. It shines, though, as a workhorse trainer because of the solid medial support and the tons of comfort."
Puma Mega NRGY Turbo, Puma,87,NaN,32, $75,NaN, Road, Neutral,NaN,NaN,NaN,NaN,NaN, Normal | Normal, Puma Mega NRGY Turbo 2,https://runrepeat.com/puma-mega-nrgy-turbo,"6 reasons to buy
Many buyers felt that this running shoe had a premium quality despite its low price.
A lot of runners complimented the shoe’s lightness.
The SoftFoam insole gave a relaxed ride that felt natural under the foot, commented a tester.
A few runners likened the performance of the shoe to other products from high-end brands.
One user said it was terrific from the first run and that it did not require a lot of time to break in.
The shoe was comfortable, and it did not deliver pains nor blisters, a consumer stated.
3 reasons not to buy
Several buyers mentioned that the shoe was not a perfect fit; it apparently ran a bit big.
The midsole was too stiff and seemed rigid while on the run, according to a user.
A couple of wearers did not like that the insole was not removable.
Bottom line
Many users of the Puma Mega NRGY Turbo were satisfied with the shoe’s performance; however, not a lot commented or noticed the technology that was intended to enable a faster running speed. Meanwhile, some consumers were disappointed with the midsole construction and the shoe’s overall fit."
Salomon Wings Flyte, Salomon,87,NaN,64, $120,NaN, Trail, Neutral, Men: 12.3oz , Women: 9.5oz, Men: 10mm , Women: 10mm,NaN, Normal | Normal, Salomon Wings Flyte 2,https://runrepeat.com/salomon-wings-flyte,"6 reasons to buy
Uses a breathable mesh upper that is supportive and non-irritating.
The Wings Flyte features a fit system that reacts to every adjustment done to the lacing system.
Many runners took well the asymmetrical Quicklace system, which makes adjusting the fit easier and more responsive.
Testers were appreciative of the moderately roomy forefoot area.
The lateral movement of those with over-pronated foot motion will be alleviated by the mid-sole components.
The Contagrip outsole makes the underside of the shoe more formidable on the trails.
4 reasons not to buy
There were testers who felt that the mid-foot area was a bit too tight.
Some runners who want more freedom of movement detested the stiffness of the Salomon Flyte.
Moderately high price tag.
There were those who didn’t like the heavy weight and the bulky look of this shoe.
Bottom line
Favored by hardcore trail runners, the Wings Flyte offers durable protection against debris, responsible underfoot cushioning, effective pronation control mechanics, and a comfortable upper wrap. It’s heavy, but it’s a running shoe that has adequate arch support and great protective systems."
Reebok Zone CushRun, Reebok,87,NaN,76,$80,$59 (save 26%), Road, Neutral, Men: 12oz , Women: 9oz, Men: 8mm , Women: 8mm,NaN, Normal | Normal,,https://runrepeat.com/reebok-zone-cushrun,"7 reasons to buy
Features a breathable mesh upper that is comfortable and lightweight.
The CushRun from Reebok has a low-cut design for extended mobility of the foot, which was appreciated by many testers.
Runners lauded the inclusion of a padded collar and tongue, which are important in preventing slips and injury.
Many thought that the fit was just right.
Reviewers thought that the durability of the Zone CushRun was reliable and constant.
The MemoryTech Sock Liner improves the fit and add a more adaptive cushioning because it conforms to the shape of the wearer’s foot over time.
Testers also took notice of the appealing and eye-catching design.
3 reasons not to buy
There were reviewers who thought that the CushRun was larger than their usual size of choice.
A big ankle area was observed by some reviews and that didn’t help much when it comes to how it fits.
Some testers also noted that the flexibility of this shoe wasn’t as effective as initially thought.
Bottom line
The Reebok Zone CushRun is a running shoe that is popular among those who need responsible cushioning, adequate fit and dependable durability. It’s a neutral shoe and no added stability mechanics or arch support modules."
Adidas Galaxy Trail, Adidas,90,NaN,728,$60,$58 (save 3%), Trail, Neutral, Men: 9.1oz , Women: 9.1oz, Men: 7mm , Women: 7mm, Nov 2016, Normal | Normal,,https://runrepeat.com/adidas-galaxy-trail,"11 reasons to buy
The Adidas Galaxy Trail is very comfortable, based on the comments of most reviewers.
It is super affordable.
The traction is great, according to a large number of comments.
It is breathable protection, as noted by some runners.
Several runners appreciated the excellent security and support on the trail in this shoe.
The Cloudfoam midsole offers adequate cushioning with clear responsiveness.
The moderately aggressive lugs enhance leverage and grip on rugged trails.
More than a handful received compliments about the stylish looks of the Galaxy Trail.
It is available in 5 colors.
Some runners also use the Galaxy Trail for hiking.
The durability is top notch, as reported by many reviewers.
2 reasons not to buy
Some runners noted that it takes time for this shoe to dry.
A handful experienced hot spots in the forefoot or around the toe box.
Bottom line
The Adidas Galaxy Trail is another solid offering for trail runners who value a reliable, supportive, durable, and very comfortable training partner. While it does not have the bells and whistles of other trail running shoes, the performance is decidedly as Adidas designed it to be. This is a versatile shoe that can handle short runs or high-mileage running with equal ease. Few shoes have this kind of very affordable price with the performance of a much more expensive price tag."
Asics Gel Scram 3, Asics,90,NaN,1241,$70,$58 (save 17%), Trail, Neutral, Men: 11oz , Women: 9oz, Men: 10mm , Women: 10mm, Oct 2016, Normal | Normal, Asics Gel Scram 5,https://runrepeat.com/asics-gel-scram-3,"9 reasons to buy
A lot of reviewers stated that the Asics Gel Scram 3 was able to give a perfect fit.
It had an adequately lightweight nature, wrote a number of runners.
A consumer noted that its interior façade was well-padded and that it efficiently secured the foot in place.
Its parts and components lasted long, according to many of those who have tried it.
A reviewer conveyed that the outsole unit was efficient when it came to protecting the mid-sole from wear and tear.
Even though it’s primarily meant for the trails, there were wearers who were able to use the Asics Gel Scram 3 on the asphalt and they reported that it still functioned well.
There were runners who stated that they were able to get great value from this shoe; they even added that even though it was affordable, its quality was reliable.
Some consumers loved the color schemes of this version.
Many runners detailed that the traction given by the outsole unit did not disappoint.
4 reasons not to buy
A few testers reported that the sole unit gave off a squeaking sound when weight was applied to it, and it annoyed them.
After only a few uses, the outsole tread came off on a number of runners, disappointing them thoroughly.
Some consumers noted that this shoe was tight and narrow, even when disregarding the use of socks.
The forefoot section of the upper unit started to tear off after a few uses, according to a purchaser.
Bottom line
The Asics Gel Scram 3 was efficient and a lot of runners were able to back up that claim. Many of them reported that when they wore it, their feet didn’t feel any discomfort. A number of them even noted that it was versatile because they were able to use it on both the trails and the roads, as well as daily wear. Conversely, several complainers highlighted its apparently noisy platform, which was perceived to give off an annoying squeaking sound during the running session."
Hoka One One Clayton 2, Hoka One One,88,88,118,$150,$139 (save 7%), Road, Neutral, Men: 9oz , Women: 7oz, Men: 4mm , Women: 4mm, Apr 2017, Normal | Normal,NaN,https://runrepeat.com/hoka-one-one-clayton-2,"7 reasons to buy
Most customers appreciated the intelligent cushioning system of Hoka One One Clayton 2.
Many runners also noticed the light weight of the shoe; they were happy since it did not tire their feet during long runs.
The customers commented that this running shoe got better with time; its upper adjusted to the shape of their feet and felt more comfortable.
A few runners admired the responsive ride of Clayton 2.
A user commented on the rubberized laces, which cinched down the shoe’s upper and prevented any sliding of the foot.
A few customers mentioned that Clayton 2 had solved the blistering issue of Clayton 1; one such customer mentioned that Hoka One One had readjusted the design of the shoe’s upper and also placed a substantial sock-liner to solve the issue.
A runner lauded the improvements in the upper; he liked how the shoe’s upper felt softer and more pliable during his runs.
2 reasons not to buy
A few runners had apparently experienced blisters while running in the Clayton 2.
A user was disappointed with the shoe’s perceptive lack of responsiveness; the midsole sucked the energy out of him with each stride.
Bottom line
Hoka One One Clayton 2 is a light, well-cushioned, durable pair of long-race running shoes that offer a very comfortable, springy ride for its users. While this newer model solves the blistering issue of Clayton 1, some consumers felt that it took a while before completely adjusting to the feet. Generally, this neutral road running shoe was well-received by fans and newcomers."
Adidas Adizero Feather 4, Adidas,70,86,8, $110,NaN, Road, Stability, Men: 6.3oz , Women: 4.9oz, Men: 9mm , Women: 9mm,NaN, Normal | Normal,,https://runrepeat.com/adidas-adizero-feather,"7 reasons to buy
The Feather 4 is very light.
The decent cushioning in the Adidas Feather 4 makes it a doable option as a high-mileage option or marathon shoe.
It is very flexible.
Some runners heaped praised on the shoe’s outsole durability.
A fit that hugs really hugs the foot encourages runners to pick up their pace.
The responsive features of the midsole are very noticeable, according to a handful of users.
A few runners loved the smooth transition of the Adizero Feather 4.
2 reasons not to buy
A couple of the reviews mentioned a toe box that could use a little more room.
The price is a little expensive.
Bottom line
A feather in the cap of Adidas’ collection of shoes is the Adizero Feather 4. It seeks to carve a niche in the increasingly popular lightweight shoes with decent cushioning for long-distance running. The Feather 4 excels because of the foot-molding comfort and a barely-there arch support that is a minimalist’s dream come true."
Inov-8 X-Talon 230, Inov-8,94,88,1333, $125,NaN, Trail, Neutral, Men: 8.1oz , Women: 8.1oz, Men: 6mm , Women: 6mm, Nov 2017," Normal | Normal, Wide",NaN,https://runrepeat.com/inov-8-x-talon-230,"5 reasons to buy
Several reviewers welcomed the sturdy yet lightweight nature of the Inov-8 X-Talon 230’s upper unit.
The water-repellent quality of the upper was lauded by testers, who stated that it efficiently staved off mild splashes.
The general durability of this running shoe received praise.
People were happy with the gripping capability of the outsole unit, stating that it prevented them from slipping on mud and other wet surfaces.
The underfoot platform was touted to be more comfortable than the previous iterations of the X-Talon series.
3 reasons not to buy
Several runners felt that the platform of this running shoe was too stiff.
The Precision Fit design, which has a slimmer fit construction, didn’t agree with some who had a medium or wide foot-dimension.
A reviewer wasn’t happy that the upper wasn’t as breathable as some options in the Inov-8 line.
Bottom line
Those who have tried the Inov-8 X-Talon 230 were happy with its performance. They welcomed the water-repellent capability of its upper unit, the comfortable underfoot cushioning system, and the guaranteed traction given by its trail-ready outsole. But some testers lamented its stiffness, the tight construction of the Precision Fit design, and the tightly woven upper."
Asics Gel Sonoma 2, Asics,80,NaN,623,$75,$74 (save 1%), Trail, Neutral, Men: 10.8oz , Women: 9.1oz, Men: 10mm , Women: 10mm,NaN," Normal, X-Wide | Normal, Wide", Asics Gel Sonoma 5,https://runrepeat.com/asics-gel-sonoma,"9 reasons to buy
A runner wrote that the upper unit of the Asics Gel Sonoma 2 didn’t rub against their skin, thus preventing irritation and blistering.
Many consumers stated that this shoe felt great right out of the box; the word ‘comfortable’ was used many times to describe their time wearing it.
According to a number of runners, this shoe’s facade was visually appealing.
The mid-sole unit was supportive enough to correct supinated foot-motion, a tester noted.
The lugged outsole unit was able to provide sure surface traction, which made it easy for many testers to traverse the trails.
The rubber compound used in the outsole did not wear off easily, according to those who have tried it.
A lot of runners agreed that the price of this trail shoe was affordable.
Some purchasers wrote that the Gel Sonoma 2 remained efficient & comfortable when used on the pavement.
It felt lightweight, according to reviewers.
2 reasons not to buy
After a month of use, a runner noticed that a hole began to form on the lateral front section of the upper unit.
The rubber material on the side started fraying, a tester noted.
Bottom line
A lot of trail running enthusiasts were fascinated with the Gel Sonoma 2. They said that it performed well, that its cushioning system was agreeable, responsive and supportive. Appreciation was also given to its design, as well as its trail-ready outsole. Some even said that it worked well on both the trails and the roads. But, according to others, the durability of this trail shoe wasn’t up to the task. Apparently, the outsole and upper easily broke down on them."
Newton Kismet II, Newton,90,87,64,$135,$99 (save 99%), Road, Stability, Men: 9.7oz , Women: 8.2oz, Men: 5mm , Women: 5mm, May 2016, Normal | Normal, Newton Kismet 6,https://runrepeat.com/newton-kismet-ii,"10 reasons to buy
A majority of the reviewers really valued the comfortable ride of the 2nd coming of the Kismet.
Several runners who have had pains in their knees and feet experienced the remarkable absence of pain while using this shoe.
360° of reflectivity provides added safety measure when running in low-visibility areas.
Several runners noted how well they transition from middle distance running at a moderate pace to a bit of up-tempo workouts at shorter distances.
It is very breathable, according to a handful.
A handful observed that the Kismet II is quite responsive.
It is really smooth, based on a few comments.
Some runners use the Kismet II to double as a gym partner.
A few users noticed that it has better overall support than the original Kismet.
The stability is really noticeable without the run being jarring, as noted by a moderate numer of runners.
4 reasons not to buy
It runs a little smaller than the original Kismet, according to a handful who were familiar with the first edition of this line.
Despite adding a new color combination, the options are still limited.
It is a bit expensive.
A few runners who were new to the unique 5-lug P.O.P system in the forefoot experienced a bit of soreness after initially trying out the shoe.
Bottom line
The Newton Kismet II is a superb find for those who will be looking for a shoe with adequate support, stability, and distinct responsiveness. While the very unique outsole configuration may take a little time to get used to, the smoothness and the responsiveness of the ride, after a few tries, should come as a pleasant surprise. The shoe is excellent for long hours on the road and belies the weight on the scale by its performance when the runner calls for more speed."
Inov-8 Roclite 325 GTX, Inov-8,84,82,40, $150,NaN, Trail, Neutral, Men: 11.5oz , Women: 11.5oz, Men: 8mm , Women: 8mm, Feb 2017," Normal | Normal, Wide",NaN,https://runrepeat.com/inov-8-roclite-325-gtx,"7 reasons to buy
The majority of the runners were highly appreciative of the shoe’s comfortable feel.
The Gore-Tex® material worked incredibly in keeping the foot dry while running on wet conditions, said some runners.
Several users admired the reliable grip of the Inov-8 Roclite 325 GTX, especially on technical terrains.
According to a few wearers, the shoe is very flexible.
A couple of runners stated that the shoe felt agreeably light.
A user mentioned that the shoe required no break-in time; it was comfortable from the moment it was first used.
A few purchasers approved of the cleat-cut construction of the shoe, which provided ankle support on uneven surfaces.
2 reasons not to buy
The shoe’s price was perceived to be slightly expensive.
A few wide-footed runners were disappointed by the shoe’s narrow toe-box.
Bottom line
Generally, the Inov-8 Roclite 325 GTX is a reliable trail running shoe for neutral runners. The breathable Gore-Tex® especially got positive remarks for providing foot protection while running on wet surfaces. Overall, testers wrote that the shoe was able to give a good combination of comfort, durability, flexibility, ankle support, and traction."
Asics Gel Pursue 3, Asics,89,NaN,41,$150,$45 (save 70%), Road, Neutral, Men: 10.9oz , Women: 8.6oz, Men: 10mm , Women: 10mm,NaN, Normal | Normal, Asics Gel Pursue 5,https://runrepeat.com/asics-gel-pursue-3,"5 reasons to buy
Incredible comfort is a common impression from many of the runners.
Some reviewers noticed that the Pursue 3 runs light and fast.
The mesh is very breathable, according to several users.
There is a very nice transition through the gait cycle as observed by quite a number.
Prominent reflective materials for low-light running.
3 reasons not to buy
Most of the reviewers were disappointed by the price tag.
A handful wished for better color options.
Arch support should have been better, noticed a few.
Bottom line
The 3rd edition of the Pursue 3 offers a lightweight and versatile package for runners. It is a very nice option for those looking for a trainer that can handle distance or speed without much trouble. The neutral running shoe has superior comfort, decent arch support, and smooth transitions for everyday running."
, Mizuno,NaN,64,NaN,$160,$81 (save 96%), Trail, Neutral, Men: 10.4oz , Women: 8.3oz, Men: 9mm , Women: 9mm,NaN, Normal | Normal, Mizuno Wave Hayate 6,https://runrepeat.com/mizuno-wave-hayate-5,NaN
Mizuno Wave Ibuki 2, Mizuno,75,NaN,5,$110,$67 (save 97%), Trail, Neutral, Men: 11.6oz , Women: 9.9oz, Men: 10mm , Women: 10mm,NaN, Normal | Normal,NaN,https://runrepeat.com/mizuno-wave-ibuki-2,"5 reasons to buy
The wide toe box of the Mizuno Wave Ibuki 2 is praised by some reviewers.
A handful of wearers agree that the shoe fits comfortably.
A couple of runners have observed the efficient traction of the shoe on muddy forest surfaces.
The shoe provides a stable step, according to a user.
Several commenters have noted the breathable mesh of the Wave Ibuki 2.
2 reasons not to buy
Some users think the Mizuno Wave Ibuki 2 is heavy.
The shoe has a poor grip on hard or technical trails, according to a runner.
Bottom line
The Mizuno Wave Ibuki 2 offers an enjoyable running experience to those who are encountering the trails for the first time. The shoe provides a flexible and comfortable fit, complemented by an excellent surface grip and ground adaptability. Runners who aim for light-paced runs on the outdoors will appreciate picking up the Mizuno Wave Ibuki 2."
Asics Gel Hyper Tri 2, Asics,75,NaN,114, $100,NaN, Road, Neutral, Men: 6oz , Women: 4.8oz, Men: 6mm , Women: 6mm,NaN, Normal | Normal, Asics Gel Hyper Tri 3,https://runrepeat.com/asics-gel-hyper-tri,"7 reasons to buy
The seamless upper construction allows runners to wear it without socks, effectively giving a non-irritating inner environment for the foot.
It is a very exceptional triathlon shoe according to many runners.
Added breathability is afforded by the Perforated Sock Liner.
The Gel Cushioning System in the heel area efficiently absorbs the impact shock when landing the foot on the ground.
The Magic Sole reduces the overall weight and maintains reliable ventilation for the interior.
The Asics High Abrasion Rubber offers exceptional durability, while the DuraSponge outsole offers flexibility, more traction and a bit more cushioning.
The Gel Hyper Tri 2 is a lightweight model.
2 reasons not to buy
Others noted that the cushioning was sub-par when compared to other shoes of the same ilk.
A few thought that the bright colors and the over-exuberance of designs on the upper made it unappealing.
Bottom line
The Gel Hyper Tri 2 from Asics is a shoe that’s versatile, and it works well for triathlons, training, workouts, and other athletic activities. The neutral running shoe provides a better running technique as it is made of a combination of a comfortable, non-irritating upper, a vented, gel-like midsole, and a sticky, reliable outsole to improve speed & performance."
Saucony Xodus ISO 2, Saucony,85,74,82,$130,$45 (save 65%), Trail, Neutral, Men: 10.5oz , Women: 9.2oz, Men: 4mm , Women: 4mm, Jun 2017, Normal | Normal, Saucony Xodus ISO 3,https://runrepeat.com/saucony-xodus-iso-2,"6 reasons to buy
According to some users, they were surprised by the responsiveness of this shoe on all kinds of terrains.
Some buyers mentioned that the tread was ideal for mud and rocks.
Few reviewers commented that the shoe worked fairly well for flat-footed runners.
One of the testers recommended this shoe for runners who want to excel in 10k technical terrains.
A lot of users loved the breathable upper of the Saucony Xodus ISO 2.
Some of the testers agreed that the shoe was one of the most protective trail running shoes they have ever tested.
3 reasons not to buy
Some testers reported numbness in their foot after running several miles only.
The fit of the shoe was a little bit narrow for some runners.
Some reviewers said that the cushioning of the shoe was not comfortable. It was rigid and stiff.
Bottom line
A good number of reviewers agreed that the Saucony Xodus ISO 2 was one of the most protective trail shoes they have tested. They mentioned that the shoe was responsive on different types of terrains. Although some runners commented that the cushioning of the shoe was uncomfortable, others still recommended this shoe because of its breathable upper."
, Nike,NaN,NaN,NaN,$110,$69 (save 37%), Road, Neutral,NaN,NaN,NaN,NaN,NaN, Normal | Normal,NaN,https://runrepeat.com/nike-free-rn-2018-dna,NaN
Skechers GOrun 400, Skechers,94,88,715, $65,NaN, Road, Neutral, Men: 8oz , Women: 5.5oz, Men: 8mm , Women: 8mm,NaN," Normal, X-Wide | Normal, Wide",NaN,https://runrepeat.com/skechers-gorun-400,"8 reasons to buy
The sandwich-mesh upper offers comfort and breathable support to the foot.
Synthetic overlays that have been stitched onto the upper support the foot and keep it in place.
A padded tongue and collar deliver cushioning to the dimensions of the foot.
A lightweight underfoot cushioning system delivers responsiveness and comfortable support.
Runners appreciated the inclusion of an insole that’s made to provide additional shock absorption.
The rubber outsole has sensors that help the runner achieve better transitions through the gait cycle.
The Skechers GOrun 400 is lightweight.
It has an affordable price.
2 reasons not to buy
Several users find the GOrun 400 to easily wear down, especially the outsole, even only after a few hundred miles.
It was narrow in width, according to some runners.
Bottom line
Recreational running and training are part of the purposes of the Skechers GOrun 400. This lightweight neutral shoe is meant to keep the runner comfortable, secure and well-cushioned throughout their activities. It’s a reliable running companion and it doesn’t even have a hefty price tag."
Reebok Instalite Run, Reebok,73,NaN,216,$60,$24 (save 60%), Road, Neutral,NaN,NaN,NaN,NaN,NaN, Normal | Normal,NaN,https://runrepeat.com/reebok-instalite-run,"5 reasons to buy
Many consumers were happy because of the Reebok Instalite Run’s affordable price.
A lot of users commented that this running shoe was comfortable.
According to one of the runners, the product was lightweight.
A good number of reviewers felt great while wearing the Reebok Instalite Run.
Its design was appealing, according to several of the buyers.
2 reasons not to buy
Some runners were disappointed because the shoe caused some discomfort to the dorsal portion of the foot.
One of the consumers said that the width was a bit narrow and tight.
Bottom line
A lot of runners agreed that the Reebok Instalite Run was comfortable and lightweight. They said that the fit of the shoe was perfect for them. Although some testers commented that the product was a bit narrow and uncomfortable to wear, others still recommended the Reebok Instalite Run because of its visually-appealing design and affordable price."
Reebok Print Smooth Clip Ultraknit, Reebok,79,NaN,23,NaN,NaN, Road, Neutral, Men: 8.9oz , Women: 7.7oz, Men: 10mm , Women: 10mm,NaN,,NaN,https://runrepeat.com/reebok-print-smooth-clip-ultraknit,"6 reasons to buy
Several runners noted that the Reebok Print Smooth Clip Ultraknit looked stylish and appealing.
The eye-catching color schemes were welcomed by many.
The toe box offered enough space for toe-splay, a few testers commented.
Most consumers considered the price of this shoe to be affordable.
The versatility of this running shoe received praise; people considered it an excellent option for various activities, even casual use.
It’s true to size, many people stated.
3 reasons not to buy
Some people stated that the laces were too short and that they quickly
A few purchasers stated that the fabric in the collar tended to cut into the ankles, causing discomfort and chafing.
According to some testers, the midsole was thin and flimsy when it comes to giving cushioning.
Bottom line
The Reebok Print Smooth Clip Ultraknit received mostly positive reviews from runners. They liked this neutral road shoe’s agreeable looks, its versatility, and its affordable price. They felt that it was able to function well across a variety of activities. Conversely, there were those who had complaints with some of its components, noting discrepancies with the lacing system, the collar construction, and the apparently thin cushioning unit."
Brooks PureGrit 5,NaN,79,70,85,NaN,NaN, Trail, Neutral, Men: 9.9oz , Women: 8.3oz, Men: 4mm , Women: 4mm,NaN,NaN, Brooks PureGrit 8,https://runrepeat.com/brooks-puregrit-5,"10 reasons to buy
An expert reviewer wrote that the Brooks PureGrit 5 is a good introductory shoe for beginners.
It was adequately lightweight, according to a number of consumers.
The lacing system gives a secure fit, commented several testers.
The flat midfoot strap gained praise because it was able to complement the upper fabrics and the tongue in terms of wrapping the foot snugly.
A tester commented that the upper cover system didn’t feel constricting.
Several runners stated that the abrasion-resistant material that’s seamlessly placed in the upper was efficient in staving off dirt and mud.
The underfoot experience was flexible and accommodating, according to a runner.
There were testers who commented that the midsole foam provides good cushioning despite the low stack height.
Some runners noted that the outsole delivered superb traction on moderate trails.
The protective features of this model gained the favor of many users and expert reviewers.
4 reasons not to buy
The toe box was a bit tight, according to some runners.
Several disappointed testers pointed out that, after only a month or so of use, the mesh material of the upper unit already separated from the sole unit.
An expert reviewer commented that it wasn’t very efficient on technical trails or on greater concentrations of mud.
After 100 miles of use, a reviewer noticed his toes poking through the upper fabric.
Bottom line
The PureGrit 5 is a Brooks trail running shoe that has gained a following because of its accommodating nature and its uncomplicated design. Many neutral runners and reviewers welcomed its low-profile construction, as well as its protective components. For them, it was able to deliver reliable service on the trails. But there were those who thought that it wasn’t very efficient against harder and more intense terrains. Some reported that its durability wasn’t as sound as initially perceived because some of its parts easily broke down on them."
